date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:03:32	25732/25732	---M--	200	added ('OK')	text/javascript	etag:%22b8b855dd92899826%22	https://cdn.ampproject.org/v0/amp-iframe-0.1.js	C:/Mis%20lugares%20Web/ecomapas/cdn.ampproject.org/v0/amp-iframe-0.1.js	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:32	187972/187972	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2268b1dba5-2de44%22	https://ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c839.eot?v=62445dea36f98804a8406896544e2f7c	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c83932fb.eot	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:33	86264/86264	---M--	200	added ('OK')	application/font-woff	etag:%2268b1dba5-150f8%22	https://ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c839.woff?v=d2f0f88a184df691b1f6dece2bace2d0	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c839d461.woff	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:33	68544/68544	---M--	200	added ('OK')	application/font-woff2	etag:%2268b1dba5-10bc0%22	https://ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c839.woff2?v=10c2e44f8f62635ebbcdb60b001c5800	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c839fcf8.woff2	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:33	187788/187788	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2268b1dba5-2dd8c%22	https://ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c839.ttf?v=afbf27b6e38e9c72cdecb577aeadefb7	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c8391397.ttf	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:34	1021922/1021922	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268b1dba5-f97e2%22	https://ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c839.svg?v=b2d357b08a966947781cbd203066b0c9	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/fonts/tumblr-icons/tumblr-icons_8a421f9ad671642549106ef53964c8399434.svg	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:34	14423/14423	---M--	200	added ('OK')	image/png	etag:%22ba700c6711e548627320c6c867a7ddf8-1498089600-12138a4%22	https://64.media.tumblr.com/68f67b7fb8a82aebb0c1413f15762001/e4f9eca56129abd7-be/s2048x3072/e7a2f997b451c34591808bbd0d7adc287a0970c7.png	C:/Mis%20lugares%20Web/ecomapas/64.media.tumblr.com/68f67b7fb8a82aebb0c1413f15762001/e4f9eca56129abd7-be/s2048x3072/tumblr_68f67b7fb8a82aebb0c1413f15762001_e7a2f997_2048.png	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:35	597794/597794	---MCZ	200	added ('OK')	text/html	etag:W/%2291f22-co/kvujBvA8FIw0AzSEg/vCYmOo%22	https://ourawakawakak.tumblr.com/archive	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/archive.html	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:35	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2011%20Dec%202025%2017:03:35%20GMT	https://ourawakawakak.tumblr.com/reblog/ourawakawakak/186592242414/ZRmX76Pi	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/reblog/ourawakawakak/186592242414/ZRmX76Pi	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:35	71625/71625	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2017:03:35%20GMT	https://ourawakawakak.tumblr.com/?amp_see_more=1	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/index2e13.html	(from https://ourawakawakak.tumblr.com/post/186592242414/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:35	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2011%20Dec%202025%2017:03:36%20GMT	https://ourawakawakak.tumblr.com/reblog/ourawakawakak/186592208464/Xf1EAxOF	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/reblog/ourawakawakak/186592208464/Xf1EAxOF	(from https://ourawakawakak.tumblr.com/post/186592208464/marco-general-del-ecomapa-de-redes-focales-para/amp)
14:03:38	4306/4306	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2267166be3-10d2%22	https://ourawakawakak.tumblr.com/'https://www.webpay.cl/assets/img/boton_webpaycl.svg'	C:/Mis%20lugares%20Web/ecomapas/ourawakawakak.tumblr.com/'https_/www.webpay.cl/assets/img/boton_webpaycl.svg'	(from https://ourawakawakak.tumblr.com/archive)
14:03:39	38254/38254	---MCZ	200	added ('OK')	text/css	etag:W/%22956e-19a6d7a2db8%22	https://assets.tumblr.com/pop/archive-page-245a6d18.css	C:/Mis%20lugares%20Web/ecomapas/assets.tumblr.com/pop/archive-page-245a6d18.css	(from https://ourawakawakak.tumblr.com/archive)
